LineId,Date,Time,Pid,Tid,Level,Component,Content,EventTemplate,EventId
509,03-17,16:14:03.871,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261868506, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=, event=, flags=, uid=",e58abc89
510,03-17,16:14:03.872,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
511,03-17,16:14:04.010,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
512,03-17,16:14:04.010,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
513,03-17,16:14:04.307,28601,28601,V,AudioManager,playSoundEffect   effectType: 0,playSoundEffect effectType:,290606ed
514,03-17,16:14:04.307,28601,28601,V,AudioManager,querySoundEffectsEnabled...,querySoundEffectsEnabled...,eeec1449
515,03-17,16:14:04.310,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller does not hold REAL_GET_TASKS; limiting output,5b6c521e
516,03-17,16:14:04.319,1702,2555,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=PopupWindow:) called by : : : : : : : :,f4cda25c
517,03-17,16:14:04.326,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
518,03-17,16:14:04.327,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
519,03-17,16:14:04.356,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller does not hold REAL_GET_TASKS; limiting output,5b6c521e
520,03-17,16:14:04.360,1702,1736,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=PopupWindow:) called by : : : : : : : :,f4cda25c
521,03-17,16:14:04.364,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
522,03-17,16:14:04.364,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
523,03-17,16:14:04.439,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
524,03-17,16:14:04.439,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
525,03-17,16:14:04.450,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
526,03-17,16:14:04.451,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
527,03-17,16:14:04.484,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
528,03-17,16:14:04.484,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
529,03-17,16:14:04.504,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
530,03-17,16:14:04.505,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
531,03-17,16:14:04.932,1702,27357,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller does not hold REAL_GET_TASKS; limiting output,7bab0927
532,03-17,16:14:04.938,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller does not hold REAL_GET_TASKS; limiting output,7bab0927
533,03-17,16:14:04.943,1702,17622,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller does not hold REAL_GET_TASKS; limiting output,7bab0927
534,03-17,16:14:04.947,1702,3137,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller does not hold REAL_GET_TASKS; limiting output,7bab0927
535,03-17,16:14:04.950,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,getTasks: caller does not hold REAL_GET_TASKS; limiting output,7bab0927
536,03-17,16:14:05.038,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller does not hold REAL_GET_TASKS; limiting output,5b6c521e
537,03-17,16:14:05.460,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870094, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=, event=, flags=, uid=",e58abc89
538,03-17,16:14:05.461,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
539,03-17,16:14:05.557,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
540,03-17,16:14:05.557,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
541,03-17,16:14:05.571,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
542,03-17,16:14:05.572,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
543,03-17,16:14:05.616,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
544,03-17,16:14:05.616,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
545,03-17,16:14:05.642,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
546,03-17,16:14:05.643,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
547,03-17,16:14:05.705,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
548,03-17,16:14:05.706,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
549,03-17,16:14:05.724,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
550,03-17,16:14:05.724,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
551,03-17,16:14:05.848,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
552,03-17,16:14:05.849,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
553,03-17,16:14:05.871,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
554,03-17,16:14:05.872,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
555,03-17,16:14:05.956,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
556,03-17,16:14:05.957,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
557,03-17,16:14:05.971,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
558,03-17,16:14:05.972,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
559,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870612, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=, event=, flags=, uid=",e58abc89
560,03-17,16:14:05.979,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
561,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =,9384b47e
562,03-17,16:14:06.010,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =,86478e03
563,03-17,16:14:06.010,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness: target=, rate=",fdc970cd
564,03-17,16:14:06.043,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
565,03-17,16:14:06.044,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
566,03-17,16:14:06.057,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
567,03-17,16:14:06.057,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
568,03-17,16:14:06.064,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
569,03-17,16:14:06.065,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
570,03-17,16:14:06.107,1702,1737,I,WindowManager,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=PopupWindow:) called by : : : : : : : :,f4cda25c
571,03-17,16:14:06.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
572,03-17,16:14:06.115,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
573,03-17,16:14:06.127,1702,8671,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=PopupWindow:) called by : : : : : : : :,f4cda25c
574,03-17,16:14:06.131,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
575,03-17,16:14:06.132,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
576,03-17,16:14:06.311,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =,9384b47e
577,03-17,16:14:06.311,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =,86478e03
578,03-17,16:14:06.311,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness: target=, rate=",fdc970cd
579,03-17,16:14:06.612,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =,9384b47e
580,03-17,16:14:06.613,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =,86478e03
581,03-17,16:14:06.613,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness: target=, rate=",fdc970cd
582,03-17,16:14:06.784,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller does not hold REAL_GET_TASKS; limiting output,5b6c521e
583,03-17,16:14:06.913,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261871547, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=, event=, flags=, uid=",e58abc89
584,03-17,16:14:06.913,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
585,03-17,16:14:06.916,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn =,9384b47e
586,03-17,16:14:06.916,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut =,86478e03
587,03-17,16:14:06.916,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness: target=, rate=",fdc970cd
588,03-17,16:14:07.615,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261872249, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=, event=, flags=, uid=",e58abc89
589,03-17,16:14:07.616,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
590,03-17,16:14:07.697,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
591,03-17,16:14:07.698,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
592,03-17,16:14:07.710,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
593,03-17,16:14:07.711,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
594,03-17,16:14:07.747,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
595,03-17,16:14:07.748,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
596,03-17,16:14:07.763,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
597,03-17,16:14:07.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
598,03-17,16:14:07.859,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
599,03-17,16:14:07.860,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
600,03-17,16:14:07.878,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
601,03-17,16:14:07.879,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
602,03-17,16:14:08.056,1702,2113,D,PowerManagerService,"acquire lock=60373518, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626","acquire lock=, flags=, tag=""RILJ_ACK_WL"", name=, ws=null, uid=, pid=",9f5133f6
603,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
604,03-17,16:14:08.057,1702,2113,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",86d02085
605,03-17,16:14:08.060,1702,17633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true,policy=,wakefulness=,wksummary=,uasummary=,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=,auto=-,adj=.0userId=",0f9ade43
606,03-17,16:14:08.061,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn(true),b4f3261c
607,03-17,16:14:08.061,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis= mask= oldVal= newVal= diff= fullscreenStackVis= dockedStackVis=, fullscreenStackBounds=Rect(, - , ), dockedStackBounds=Rect(, - , )",813bf928
