LineId,Month,Date,Time,User,Component,PID,Address,Content,EventTemplate,EventId
532,Jul,3,15:42:36,calvisitor-10-105-160-237,sandboxd,129,[33523],com.apple.Addres(33523) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
533,Jul,3,15:42:59,calvisitor-10-105-160-237,kernel,0,,ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: 17.249.28.93,ARPT : 682634.998705 : wl0 : setup_keepalive : Remote IP : #spec#,3b1c4713
534,Jul,3,15:46:27,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::wakeEventHandlerThread,* : : *,881f3c82
535,Jul,3,15:46:27,authorMacBook-Pro,kernel,0,,ARPT: 682638.445688: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT : * : AirPort_Brcm43xx : : powerChange : System Wake - Full Wake/ Dark Wake / Maintenance wake,b07a68b9
536,Jul,3,15:46:28,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,- [ NETClientConnection effectiveBundleID ] using process name * as bundle ID ( this is expected for daemons without bundle ID,4a63014a
537,Jul,3,15:46:29,authorMacBook-Pro,UserEventAgent,43,,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),Captive : [ CNInfoNetworkActive : 1748 ] en0 : SSID ' CalVisitor ' making interface primary ( cache indicates network not captive ),9411349a
538,Jul,3,15:46:31,calvisitor-10-105-160-237,configd,53,,network changed: v4(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,network changed : v4 ( en0 : #spec# ) v6 ( en0! : 2607 : f140 : 6000 : 8 : f1dc : a608 : 863 : 19ad ) DNS Proxy SMB,bcc387c1
539,Jul,3,15:47:12,calvisitor-10-105-160-237,corecaptured,33533,,Received Capture Event,Received Capture Event,3f143fab
540,Jul,3,15:47:13,calvisitor-10-105-160-237,corecaptured,33533,,"CCFile::captureLog Received Capture notice id: 1499122032.492037, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
541,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
542,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
543,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,"CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt","CCFile : : copyFile fileName is [ 2017-07-03_15 , 47 , 15.246620 ] -AirPortBrcm4360_Logs-007.txt , source path : #spec# [ 2017-07-03_15 , 47 , 15.246620 ] -AirPortBrcm4360_Logs-007.txt , dest path : #spec# [ 2017-07-03_15 , 47 , 15.349129 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_15 , 47 , 15.246620 ] -AirPortBrcm4360_Logs-007.txt",50b7dcec
544,Jul,3,15:53:05,calvisitor-10-105-160-237,kernel,0,,en0: channel changed to 1,en0 : channel changed to #spec#,49fbcbe1
545,Jul,3,15:53:38,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33540) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox : #spec# ( * ) deny ( 1 ) network-outbound #spec#,74896495
546,Jul,3,15:53:49,calvisitor-10-105-160-237,corecaptured,33533,,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats","CCLogTap : : profileRemoved , Owner : #spec# , Name : OneStats",da8433c5
547,Jul,3,16:05:45,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec.","< < < < FigByteStream > > > > FigByteStreamStatsLogOneRead : ByteStream read of #spec# bytes @ #spec# took 0.607292 sec. to complete , #spec# reads > = 0.5 sec.",c0317a92
548,Jul,3,16:05:45,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73- [ NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ] _block_invoke unexpected switch value #spec#,73256b94
549,Jul,3,16:05:49,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
550,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 05 , 51.031703 ] -AirPortBrcm4360_Logs-003.txt , Current File [ 2017-07-03_16 , 05 , 51.031703 ] -AirPortBrcm4360_Logs-003.txt",813aa68a
551,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 05 , 51.075268 ] -AirPortBrcm4360_Logs-005.txt , Current File [ 2017-07-03_16 , 05 , 51.075268 ] -AirPortBrcm4360_Logs-005.txt",024217ca
552,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng, Current File [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 05 , 51.177343 ] -io80211Family-003.pcapng , Current File [ 2017-07-03_16 , 05 , 51.177343 ] -io80211Family-003.pcapng",eda603de
553,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
554,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,* : : *,881f3c82
555,Jul,3,16:06:19,calvisitor-10-105-160-237,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt, Current File [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 06 , 19.893324 ] -AirPortBrcm4360_Logs-008.txt , Current File [ 2017-07-03_16 , 06 , 19.893324 ] -AirPortBrcm4360_Logs-008.txt",6e98ebb0
556,Jul,3,16:07:32,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,* : : *,881f3c82
557,Jul,3,16:07:33,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,network changed : v6 ( en0- : 2607 : f140 : 6000 : 8 : d8d1 : d506 : 6046 : 43e4 ) DNS- Proxy-,89447f4e
558,Jul,3,16:07:33,authorMacBook-Pro,kernel,0,,ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,ARPT : 682827.873728 : AQM agg results #spec# len hi/lo : #spec# #spec# BAbitmap ( 0-3 ) #spec# 0 #spec# 0,7d966460
559,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml","CCFile : : copyFile fileName is [ 2017-07-03_16 , 06 , 19.861073 ] #spec# , source path : #spec# [ 2017-07-03_16 , 06 , 19.861073 ] #spec# , dest path : #spec# [ 2017-07-03_16 , 07 , 33.914349 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 06 , 19.861073 ] #spec#",4c5b1ec5
560,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt, Current File [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 07 , 33.934533 ] -AirPortBrcm4360_Logs-009.txt , Current File [ 2017-07-03_16 , 07 , 33.934533 ] -AirPortBrcm4360_Logs-009.txt",1eeb9af1
561,Jul,3,16:07:39,authorMacBook-Pro,kernel,0,,ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT : * : framerdy #spec# bmccmd #spec# framecnt #spec#,a8201852
562,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng","CCFile : : copyFile fileName is [ 2017-07-03_16 , 07 , 38.954579 ] -io80211Family-016.pcapng , source path : #spec# [ 2017-07-03_16 , 07 , 38.954579 ] -io80211Family-016.pcapng , dest path : #spec# [ 2017-07-03_16 , 07 , 39.094895 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 07 , 38.954579 ] -io80211Family-016.pcapng",4cfa0cfc
563,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,CCIOReporterFormatter : : addRegistryChildToChannelDictionary streams #spec#,1a9ac16b
564,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml","CCFile : : copyFile fileName is [ 2017-07-03_16 , 07 , 39.096792 ] #spec# , source path : #spec# [ 2017-07-03_16 , 07 , 39.096792 ] #spec# , dest path : #spec# [ 2017-07-03_16 , 07 , 39.171995 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 07 , 39.096792 ] #spec#",694a7179
565,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
566,Jul,3,16:07:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,* : : *,881f3c82
567,Jul,3,16:07:40,authorMacBook-Pro,kernel,0,,ARPT: 682834.192587: wlc_dump_aggfifo:,ARPT : * : wlc_dump_aggfifo :,b887a914
568,Jul,3,16:07:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml, Current File [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 07 , 40.650186 ] #spec# , Current File [ 2017-07-03_16 , 07 , 40.650186 ] #spec#",9d17f652
569,Jul,3,16:07:46,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,* : : *,881f3c82
570,Jul,3,16:07:46,authorMacBook-Pro,kernel,0,,ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0,ARPT : 682840.256116 : AQM agg results #spec# len hi/lo : #spec# #spec# BAbitmap ( 0-3 ) #spec# 0 #spec# 0,b778b5a2
571,Jul,3,16:07:46,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml","CCFile : : copyFile fileName is [ 2017-07-03_16 , 07 , 46.105103 ] #spec# , source path : #spec# [ 2017-07-03_16 , 07 , 46.105103 ] #spec# , dest path : #spec# [ 2017-07-03_16 , 07 , 46.298508 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 07 , 46.105103 ] #spec#",a2d6f1ed
572,Jul,3,16:07:48,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
573,Jul,3,16:08:13,calvisitor-10-105-160-237,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager : : setAwdlSuspendedMode ( ) Suspending AWDL , enterQuietMode ( true )",938e878e
574,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,Wake reason: ?,Wake reason : ?,7ecc635d
575,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL : : earlyWake - complete - took #spec# milliseconds,b2eac4df
576,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,AirPort: Link Up on awdl0,AirPort : Link Up on awdl0,a48db05e
577,Jul,3,16:25:21,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
578,Jul,3,16:25:27,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml, Current File [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 25 , 27.859687 ] #spec# , Current File [ 2017-07-03_16 , 25 , 27.859687 ] #spec#",0034c0a8
579,Jul,3,16:25:45,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,[ 16 : 25 : 45.631 ] < < < < CRABS > > > > crabsFlumeHostUnavailable : [ #spec# ] Byte flume reports host unavailable.,25ae457b
580,Jul,3,16:25:54,authorMacBook-Pro,sandboxd,129,[33562],com.apple.Addres(33562) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
581,Jul,3,16:27:03,authorMacBook-Pro,kernel,0,,ARPT: 682969.397322: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT : * : AirPort_Brcm43xx : : platformWoWEnable : WWEN [ enable ],c04d1c6d
582,Jul,3,16:27:03,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
583,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng","CCFile : : copyFile fileName is [ 2017-07-03_16 , 27 , 04.995982 ] -io80211Family-040.pcapng , source path : #spec# [ 2017-07-03_16 , 27 , 04.995982 ] -io80211Family-040.pcapng , dest path : #spec# [ 2017-07-03_16 , 27 , 05.123034 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 27 , 04.995982 ] -io80211Family-040.pcapng",f36f3856
584,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
585,Jul,3,16:27:08,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
586,Jul,3,16:27:09,authorMacBook-Pro,kernel,0,,ARPT: 682977.654133: wlc_dump_aggfifo:,ARPT : * : wlc_dump_aggfifo :,b887a914
587,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt","CCFile : : copyFile fileName is [ 2017-07-03_16 , 27 , 09.910337 ] -AirPortBrcm4360_Logs-047.txt , source path : #spec# [ 2017-07-03_16 , 27 , 09.910337 ] -AirPortBrcm4360_Logs-047.txt , dest path : #spec# [ 2017-07-03_16 , 27 , 10.162319 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-03_16 , 27 , 09.910337 ] -AirPortBrcm4360_Logs-047.txt",e65867a8
588,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml","doSaveChannels@286 : Will write to : #spec# [ 2017-07-03_16 , 27 , 09.307937 ] - AuthFail : sts : 5_rsn : #spec#",39971a4e
589,Jul,3,16:27:11,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,Captive : CNPluginHandler en0 : *,c0eac934
590,Jul,3,16:27:47,calvisitor-10-105-160-184,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state ' * ',22866518
591,Jul,3,16:28:34,calvisitor-10-105-160-184,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn : : systemWakeCall - messageType = #spec#,8261cdba
592,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,tcp_connection_destination_perform_socket_connect #spec# connectx to #spec# @0 failed : [ 51 ] Network is unreachable,099c650d
593,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad #spec# failed : #spec# - No network route,e3f0fc6b
594,Jul,3,16:28:35,authorMacBook-Pro,corecaptured,33544,,Received Capture Event,Received Capture Event,3f143fab
595,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt, Current File [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 28 , 40.259618 ] -AirPortBrcm4360_Logs-055.txt , Current File [ 2017-07-03_16 , 28 , 40.259618 ] -AirPortBrcm4360_Logs-055.txt",e7c573ac
596,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
597,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,* : : *,881f3c82
598,Jul,3,16:28:40,authorMacBook-Pro,kernel,0,,ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT : * : framerdy #spec# bmccmd #spec# framecnt #spec#,a8201852
599,Jul,3,16:28:55,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure state : #spec# Memory pressure state : #spec#,6eafbec2
600,Jul,3,16:28:56,calvisitor-10-105-160-184,QQ,10018,,button report: 0x8002bdf,button report : #spec#,93344b6e
601,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml, Current File [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-03_16 , 29 , 09.137954 ] #spec# , Current File [ 2017-07-03_16 , 29 , 09.137954 ] #spec#",960778ce
602,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
603,Jul,3,16:29:30,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager : : setAwdlAutoMode Resuming AWDL,f49c32e3
604,Jul,3,16:35:52,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating,Captive : CNPluginHandler en0 : *,c0eac934
605,Jul,3,16:35:54,calvisitor-10-105-160-184,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 103.251.128.144:80,__42- [ NETClientConnection evaluateCrazyIvan46 ] _block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 #spec#,5db0902e
606,Jul,3,16:36:40,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,2782e72c
607,Jul,3,16:36:40,calvisitor-10-105-160-184,AddressBookSourceSync,33594,,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}","[ CardDAVPlugin-ERROR ] -getPrincipalInfo : [ _controller supportsRequestCompressionAtURL : https : #spec# %40163.com@p28-contacts.icloud. #spec# ] Error Domain = NSURLErrorDomain Code = -1001 ""The request timed out."" UserInfo = { NSUnderlyingError = #spec# { Error Domain = kCFErrorDomainCFNetwork Code = -1001 ""The request timed out."" UserInfo = { NSErrorFailingURLStringKey = https : #spec# %40163.com@p28-contacts.icloud. #spec# , NSErrorFailingURLKey = https : #spec# %40163.com@p28-contacts.icloud. #spec# , _kCFStreamErrorCodeKey = -2102 , _kCFStreamErrorDomainKey = 4 , NSLocalizedDescription = The request timed out. } } , NSErrorFailingURLStringKey = https : #spec# %40163.com@p28-contacts.icloud. #spec# , NSErrorFailingURLKey = https : #spec# %40163.com@p28-contacts.icloud. #spec# , _kCFStreamErrorDomainKey = 4 , _kCFStreamErrorCodeKey = -2102 , NSLocalizedDescription = The request timed out. }",15c72258
608,Jul,3,16:36:49,calvisitor-10-105-160-184,corecaptured,33544,,CCFile::captureLog,* : : *,881f3c82
609,Jul,3,16:36:55,calvisitor-10-105-160-184,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,- [ NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.,4de07ebb
610,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683172.046921: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT : * : AirPort_Brcm43xx : : syncPowerState : WWEN [ enabled ],dccefc2c
611,Jul,3,16:42:37,calvisitor-10-105-160-184,kernel,0,,ARPT: 683173.929950: ARPT: Wake Reason: Wake on Scan offload,ARPT : * : ARPT : Wake Reason : Wake on Scan offload,c58b5cde
612,Jul,3,16:56:42,calvisitor-10-105-160-184,kernel,0,,"ARPT: 683239.026135: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT : 683239.026135 : wl0 : MDNS : #spec# SRV Recs , #spec# TXT Recs",6ae2cfe0
613,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate image path: /var/vm/sleepimage,hibernate image path : #spec#,8312795f
614,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate_flush_memory: buffer_cache_gc freed up 13202 wired pages,hibernate_flush_memory : buffer_cache_gc freed up #spec# wired pages,70b4b3ad
