LineId,Time,Component,Pid,Content,EventTemplate,EventId
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,<*>,ff52c40c
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,<*>,ff52c40c
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,REPORT :,629d6f79
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,<*>,ff52c40c
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend:1514038669000 2 0 4,912548eb
458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,getTodayTotalDetailSteps =,2ef25739
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,<*>,ff52c40c
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,<*>,ff52c40c
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,REPORT :,629d6f79
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,<*>,ff52c40c
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend:1514038669000 2 0 4,912548eb
465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,getTodayTotalDetailSteps =,2ef25739
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,<*>,ff52c40c
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,<*>,ff52c40c
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,REPORT :,629d6f79
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,<*>,ff52c40c
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend:1514038670000 2 0 4,aac9da3e
472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,getTodayTotalDetailSteps =,2ef25739
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,<*>,ff52c40c
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,<*>,ff52c40c
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,REPORT :,629d6f79
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,<*>,ff52c40c
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend:1514038670000 2 0 4,aac9da3e
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,getTodayTotalDetailSteps =,2ef25739
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,<*>,ff52c40c
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,<*>,ff52c40c
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,REPORT :,629d6f79
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,<*>,ff52c40c
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,onExtend:1514038671000 1 0 4,3e367793
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,getTodayTotalDetailSteps =,2ef25739
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,<*>,ff52c40c
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,<*>,ff52c40c
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,REPORT :,629d6f79
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,<*>,ff52c40c
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,onExtend:1514038671000 2 0 4,706fd14f
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,getTodayTotalDetailSteps =,2ef25739
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,<*>,ff52c40c
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,<*>,ff52c40c
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,REPORT :,629d6f79
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,<*>,ff52c40c
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend:1514038672000 2 0 4,7b79fd5e
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,getTodayTotalDetailSteps =,2ef25739
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,<*>,ff52c40c
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,<*>,ff52c40c
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,REPORT :,629d6f79
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,<*>,ff52c40c
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend:1514038672000 2 0 4,7b79fd5e
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,getTodayTotalDetailSteps =,2ef25739
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,<*>,ff52c40c
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,<*>,ff52c40c
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,REPORT :,629d6f79
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,<*>,ff52c40c
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,onExtend:1514038673000 1 0 4,fa296cc5
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,getTodayTotalDetailSteps =,2ef25739
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,<*>,ff52c40c
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,<*>,ff52c40c
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,REPORT :,629d6f79
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,<*>,ff52c40c
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,onExtend:1514038674000 1 0 4,ab0488e1
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,getTodayTotalDetailSteps =,2ef25739
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,<*>,ff52c40c
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,<*>,ff52c40c
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,REPORT :,629d6f79
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,<*>,ff52c40c
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,onExtend:1514038675000 1 0 4,58fd99d1
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,getTodayTotalDetailSteps =,2ef25739
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,<*>,ff52c40c
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,<*>,ff52c40c
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,REPORT :,629d6f79
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,<*>,ff52c40c
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,onExtend:1514038676000 1 0 4,a2bf9529
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,getTodayTotalDetailSteps =,2ef25739
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,<*>,ff52c40c
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,<*>,ff52c40c
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,REPORT :,629d6f79
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,<*>,ff52c40c
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,onExtend:1514038677000 1 0 4,a9eaacbf
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,getTodayTotalDetailSteps =,2ef25739
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,<*>,ff52c40c
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,<*>,ff52c40c
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,REPORT :,629d6f79
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,<*>,ff52c40c
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,onExtend:1514038678000 1 0 4,bc1dd069
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,getTodayTotalDetailSteps =,2ef25739
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,<*>,ff52c40c
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,<*>,ff52c40c
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,REPORT :,629d6f79
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,<*>,ff52c40c
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,onExtend:1514038678000 2 0 4,08440841
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,getTodayTotalDetailSteps =,2ef25739
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,<*>,ff52c40c
558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,<*>,ff52c40c
559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,REPORT :,629d6f79
561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,<*>,ff52c40c
562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,onExtend:1514038680000 2 0 4,4b9b56e1
563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,<*>,ff52c40c
564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,getTodayTotalDetailSteps =,2ef25739
565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,<*>,ff52c40c
566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,<*>,ff52c40c
567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,REPORT :,629d6f79
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,<*>,ff52c40c
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,onExtend:1514038682000 1 0 4,ebb41636
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,getTodayTotalDetailSteps =,2ef25739
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,<*>,ff52c40c
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,<*>,ff52c40c
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,REPORT :,629d6f79
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,<*>,ff52c40c
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,onExtend:1514038683000 1 0 4,8ee46654
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,getTodayTotalDetailSteps =,2ef25739
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,<*>,ff52c40c
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,<*>,ff52c40c
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,REPORT :,629d6f79
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,<*>,ff52c40c
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,onExtend:1514038686000 1 0 4,8d7e7c8c
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,getTodayTotalDetailSteps =,2ef25739
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,<*>,ff52c40c
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,<*>,ff52c40c
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,REPORT :,629d6f79
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,<*>,ff52c40c
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,onExtend:1514038686000 0 0 0,df33a111
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,getTodayTotalDetailSteps =,2ef25739
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,<*>,ff52c40c
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,<*>,ff52c40c
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,<*>,ff52c40c
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,<*>,ff52c40c
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,onExtend:1514038748000 3 0 4,1253f580
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,getTodayTotalDetailSteps =,2ef25739
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,<*>,ff52c40c
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,<*>,ff52c40c
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,REPORT :,629d6f79
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,<*>,ff52c40c
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,onExtend:1514038749000 5 0 4,dbcc1d17
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,getTodayTotalDetailSteps =,2ef25739
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,<*>,ff52c40c
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,<*>,ff52c40c
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,REPORT :,629d6f79
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,<*>,ff52c40c
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,onExtend:1514038749000 2 0 4,582ad81c
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,getTodayTotalDetailSteps =,2ef25739
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,<*>,ff52c40c
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,<*>,ff52c40c
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,REPORT :,629d6f79
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,<*>,ff52c40c
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,onExtend:1514038750000 2 0 4,98a512ca
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,getTodayTotalDetailSteps =,2ef25739
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,<*>,ff52c40c
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,<*>,ff52c40c
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,REPORT :,629d6f79
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,<*>,ff52c40c
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,onExtend:1514038750000 2 0 4,98a512ca
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,getTodayTotalDetailSteps =,2ef25739
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,<*>,ff52c40c
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,<*>,ff52c40c
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,REPORT :,629d6f79
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,<*>,ff52c40c
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,onExtend:1514038751000 2 0 4,ec23b8ad
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,getTodayTotalDetailSteps =,2ef25739
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,<*>,ff52c40c
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,<*>,ff52c40c
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,REPORT :,629d6f79
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,<*>,ff52c40c
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,onExtend:1514038751000 2 0 4,ec23b8ad
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,getTodayTotalDetailSteps =,2ef25739
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,<*>,ff52c40c
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,<*>,ff52c40c
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,REPORT :,629d6f79
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,<*>,ff52c40c
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,onExtend:1514038752000 3 0 4,ebc7752f
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,getTodayTotalDetailSteps =,2ef25739
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,<*>,ff52c40c
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,<*>,ff52c40c
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,REPORT :,629d6f79
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,<*>,ff52c40c
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,onExtend:1514038752000 4 0 4,e2f94c1e
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,getTodayTotalDetailSteps =,2ef25739
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,<*>,ff52c40c
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,<*>,ff52c40c
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,REPORT :,629d6f79
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,<*>,ff52c40c
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,onExtend:1514038753000 1 0 4,44407a40
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,getTodayTotalDetailSteps =,2ef25739
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,<*>,ff52c40c
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,<*>,ff52c40c
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,<*>,ff52c40c
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,REPORT :,629d6f79
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,<*>,ff52c40c
