LineId,Time,Component,Pid,Content,EventId,EventTemplate
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,NONE,NONE
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,93067dc4,onStandStepChanged <*>
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,3e662616,<*> <*> 0 <*>
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,0abafcf6,<*> <*> = <*>
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,NONE,NONE
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,93067dc4,onStandStepChanged <*>
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,3e662616,<*> <*> 0 <*>
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,0abafcf6,<*> <*> = <*>
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,NONE,NONE
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,93067dc4,onStandStepChanged <*>
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,3e662616,<*> <*> 0 <*>
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,0abafcf6,<*> <*> = <*>
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,NONE,NONE
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,93067dc4,onStandStepChanged <*>
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616,<*> <*> 0 <*>
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,0abafcf6,<*> <*> = <*>
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,NONE,NONE
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,93067dc4,onStandStepChanged <*>
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616,<*> <*> 0 <*>
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,0abafcf6,<*> <*> = <*>
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,NONE,NONE
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,93067dc4,onStandStepChanged <*>
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,3e662616,<*> <*> 0 <*>
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,0abafcf6,<*> <*> = <*>
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,NONE,NONE
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,93067dc4,onStandStepChanged <*>
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,3e662616,<*> <*> 0 <*>
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,0abafcf6,<*> <*> = <*>
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,NONE,NONE
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,93067dc4,onStandStepChanged <*>
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,3e662616,<*> <*> 0 <*>
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,0abafcf6,<*> <*> = <*>
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,NONE,NONE
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,93067dc4,onStandStepChanged <*>
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,3e662616,<*> <*> 0 <*>
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,0abafcf6,<*> <*> = <*>
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,NONE,NONE
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,93067dc4,onStandStepChanged <*>
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,3e662616,<*> <*> 0 <*>
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,0abafcf6,<*> <*> = <*>
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,NONE,NONE
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,93067dc4,onStandStepChanged <*>
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,3e662616,<*> <*> 0 <*>
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,0abafcf6,<*> <*> = <*>
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,NONE,NONE
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,93067dc4,onStandStepChanged <*>
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,3e662616,<*> <*> 0 <*>
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,0abafcf6,<*> <*> = <*>
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,NONE,NONE
558,20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
559,20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
560,20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
561,20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,93067dc4,onStandStepChanged <*>
562,20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,3e662616,<*> <*> 0 <*>
563,20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK
564,20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,0abafcf6,<*> <*> = <*>
565,20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,NONE,NONE
566,20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
567,20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
568,20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
569,20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,93067dc4,onStandStepChanged <*>
570,20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,3e662616,<*> <*> 0 <*>
571,20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,0abafcf6,<*> <*> = <*>
572,20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,NONE,NONE
573,20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
574,20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
575,20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
576,20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,93067dc4,onStandStepChanged <*>
577,20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,3e662616,<*> <*> 0 <*>
578,20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,0abafcf6,<*> <*> = <*>
579,20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,NONE,NONE
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,93067dc4,onStandStepChanged <*>
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,3e662616,<*> <*> 0 <*>
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,0abafcf6,<*> <*> = <*>
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,NONE,NONE
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,93067dc4,onStandStepChanged <*>
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,0abafcf6,<*> <*> = <*>
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,NONE,NONE
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,93067dc4,onStandStepChanged <*>
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,3e662616,<*> <*> 0 <*>
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,0abafcf6,<*> <*> = <*>
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,NONE,NONE
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,93067dc4,onStandStepChanged <*>
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,3e662616,<*> <*> 0 <*>
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,0abafcf6,<*> <*> = <*>
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,NONE,NONE
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,93067dc4,onStandStepChanged <*>
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,3e662616,<*> <*> 0 <*>
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,0abafcf6,<*> <*> = <*>
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,NONE,NONE
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,93067dc4,onStandStepChanged <*>
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,3e662616,<*> <*> 0 <*>
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,0abafcf6,<*> <*> = <*>
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,NONE,NONE
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,93067dc4,onStandStepChanged <*>
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,3e662616,<*> <*> 0 <*>
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,0abafcf6,<*> <*> = <*>
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,NONE,NONE
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,93067dc4,onStandStepChanged <*>
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,3e662616,<*> <*> 0 <*>
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,0abafcf6,<*> <*> = <*>
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,NONE,NONE
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,93067dc4,onStandStepChanged <*>
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,3e662616,<*> <*> 0 <*>
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,0abafcf6,<*> <*> = <*>
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,NONE,NONE
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,93067dc4,onStandStepChanged <*>
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,3e662616,<*> <*> 0 <*>
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,0abafcf6,<*> <*> = <*>
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,NONE,NONE
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,93067dc4,onStandStepChanged <*>
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,3e662616,<*> <*> 0 <*>
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,0abafcf6,<*> <*> = <*>
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,NONE,NONE
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,93067dc4,onStandStepChanged <*>
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,3e662616,<*> <*> 0 <*>
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,0abafcf6,<*> <*> = <*>
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,NONE,NONE
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,93067dc4,onStandStepChanged <*>
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,3e662616,<*> <*> 0 <*>
