LineId,Time,Component,Pid,Content,EventTemplate,EventId
356,20171223-22:17:22:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127953,calculateCaloriesWithCache totalCalories = *,c6827507
357,20171223-22:17:22:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
358,20171223-22:17:22:170,Step_StandReportReceiver,30002312,REPORT : 7062 5042 151268 240,* : #spec# * #spec# *,1660b82a
359,20171223-22:17:22:348,Step_LSC,30002312,onStandStepChanged 3636,onStandStepChanged #spec#,ae11f4b4
360,20171223-22:17:22:363,Step_LSC,30002312,onExtend:1514038643000 2 0 4,* : #spec# * #spec# *,1660b82a
361,20171223-22:17:22:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470,* = *,56950fcb
362,20171223-22:17:22:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,* = *,56950fcb
363,20171223-22:17:22:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127996,calculateCaloriesWithCache totalCalories = *,c6827507
364,20171223-22:17:22:665,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
365,20171223-22:17:22:665,Step_StandReportReceiver,30002312,REPORT : 7064 5043 151310 240,* : #spec# * #spec# *,1660b82a
366,20171223-22:17:22:849,Step_LSC,30002312,onStandStepChanged 3638,onStandStepChanged #spec#,ae11f4b4
367,20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,* : #spec# * #spec# *,1660b82a
368,20171223-22:17:23:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,* = *,56950fcb
369,20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,* = *,56950fcb
370,20171223-22:17:23:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128039,calculateCaloriesWithCache totalCalories = *,c6827507
371,20171223-22:17:23:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
372,20171223-22:17:23:165,Step_StandReportReceiver,30002312,REPORT : 7066 5045 151353 240,* : #spec# * #spec# *,1660b82a
373,20171223-22:17:23:348,Step_LSC,30002312,onStandStepChanged 3640,onStandStepChanged #spec#,ae11f4b4
374,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,* : #spec# * #spec# *,1660b82a
375,20171223-22:17:23:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,* = *,56950fcb
376,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,* = *,56950fcb
377,20171223-22:17:23:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128081,calculateCaloriesWithCache totalCalories = *,c6827507
378,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
379,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,* : #spec# * #spec# *,1660b82a
380,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,onStandStepChanged #spec#,ae11f4b4
381,20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,* : #spec# * #spec# *,1660b82a
382,20171223-22:17:24:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,* = *,56950fcb
383,20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,* = *,56950fcb
384,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,calculateCaloriesWithCache totalCalories = *,c6827507
385,20171223-22:17:24:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
386,20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,* : #spec# * #spec# *,1660b82a
387,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,onStandStepChanged #spec#,ae11f4b4
388,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,* : #spec# * #spec# *,1660b82a
389,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,* = *,56950fcb
390,20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,* = *,56950fcb
391,20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,calculateCaloriesWithCache totalCalories = *,c6827507
392,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
393,20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,* : #spec# * #spec# *,1660b82a
394,20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,onStandStepChanged #spec#,ae11f4b4
395,20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,* : #spec# * #spec# *,1660b82a
396,20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,* = *,56950fcb
397,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,* = *,56950fcb
398,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,calculateCaloriesWithCache totalCalories = *,c6827507
399,20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
400,20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,* : #spec# * #spec# *,1660b82a
401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,onStandStepChanged #spec#,ae11f4b4
402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,* : #spec# * #spec# *,1660b82a
403,20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,* = *,56950fcb
404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,* = *,56950fcb
405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,calculateCaloriesWithCache totalCalories = *,c6827507
406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,onStandStepChanged #spec#,ae11f4b4
408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,* : #spec# * #spec# *,1660b82a
409,20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,* = *,56950fcb
410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,* = *,56950fcb
411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,calculateCaloriesWithCache totalCalories = *,c6827507
412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,* : #spec# * #spec# *,1660b82a
414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,onStandStepChanged #spec#,ae11f4b4
415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,* : #spec# * #spec# *,1660b82a
416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,* = *,56950fcb
417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,* = *,56950fcb
418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,calculateCaloriesWithCache totalCalories = *,c6827507
419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,* : #spec# * #spec# *,1660b82a
421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,onStandStepChanged #spec#,ae11f4b4
422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,* : #spec# * #spec# *,1660b82a
423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,* = *,56950fcb
424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,* = *,56950fcb
425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,calculateCaloriesWithCache totalCalories = *,c6827507
426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,* : #spec# * #spec# *,1660b82a
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,onStandStepChanged #spec#,ae11f4b4
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,* : #spec# * #spec# *,1660b82a
430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,* = *,56950fcb
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,* = *,56950fcb
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,calculateCaloriesWithCache totalCalories = *,c6827507
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,* : #spec# * #spec# *,1660b82a
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,onStandStepChanged #spec#,ae11f4b4
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,* : #spec# * #spec# *,1660b82a
437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,* = *,56950fcb
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,* = *,56950fcb
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,calculateCaloriesWithCache totalCalories = *,c6827507
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,* : #spec# * #spec# *,1660b82a
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,onStandStepChanged #spec#,ae11f4b4
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,* : #spec# * #spec# *,1660b82a
444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,* = *,56950fcb
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,* = *,56950fcb
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,calculateCaloriesWithCache totalCalories = *,c6827507
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,* : #spec# * #spec# *,1660b82a
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,onStandStepChanged #spec#,ae11f4b4
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,* : #spec# * #spec# *,1660b82a
451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,* = *,56950fcb
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,* = *,56950fcb
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,calculateCaloriesWithCache totalCalories = *,c6827507
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,* : #spec# * #spec# *,1660b82a
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,onStandStepChanged #spec#,ae11f4b4
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,* : #spec# * #spec# *,1660b82a
458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,* = *,56950fcb
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,* = *,56950fcb
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,calculateCaloriesWithCache totalCalories = *,c6827507
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,* : #spec# * #spec# *,1660b82a
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,onStandStepChanged #spec#,ae11f4b4
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,* : #spec# * #spec# *,1660b82a
465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,* = *,56950fcb
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,* = *,56950fcb
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,calculateCaloriesWithCache totalCalories = *,c6827507
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,* : #spec# * #spec# *,1660b82a
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,onStandStepChanged #spec#,ae11f4b4
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,* : #spec# * #spec# *,1660b82a
472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,* = *,56950fcb
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,* = *,56950fcb
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,calculateCaloriesWithCache totalCalories = *,c6827507
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,* : #spec# * #spec# *,1660b82a
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,onStandStepChanged #spec#,ae11f4b4
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,* : #spec# * #spec# *,1660b82a
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,* = *,56950fcb
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,* = *,56950fcb
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,calculateCaloriesWithCache totalCalories = *,c6827507
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,* : #spec# * #spec# *,1660b82a
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,onStandStepChanged #spec#,ae11f4b4
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,* : #spec# * #spec# *,1660b82a
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,* = *,56950fcb
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,* = *,56950fcb
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,calculateCaloriesWithCache totalCalories = *,c6827507
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,* : #spec# * #spec# *,1660b82a
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,onStandStepChanged #spec#,ae11f4b4
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,* : #spec# * #spec# *,1660b82a
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,* = *,56950fcb
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,* = *,56950fcb
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,calculateCaloriesWithCache totalCalories = *,c6827507
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,* : #spec# * #spec# *,1660b82a
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,onStandStepChanged #spec#,ae11f4b4
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,* : #spec# * #spec# *,1660b82a
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,* = *,56950fcb
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,* = *,56950fcb
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,calculateCaloriesWithCache totalCalories = *,c6827507
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,* : #spec# * #spec# *,1660b82a
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,onStandStepChanged #spec#,ae11f4b4
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,* : #spec# * #spec# *,1660b82a
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,* = *,56950fcb
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,* = *,56950fcb
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,calculateCaloriesWithCache totalCalories = *,c6827507
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,* : #spec# * #spec# *,1660b82a
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,onStandStepChanged #spec#,ae11f4b4
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,* : #spec# * #spec# *,1660b82a
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,* = *,56950fcb
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,* = *,56950fcb
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,calculateCaloriesWithCache totalCalories = *,c6827507
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,* : #spec# * #spec# *,1660b82a
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,onStandStepChanged #spec#,ae11f4b4
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,* : #spec# * #spec# *,1660b82a
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,* = *,56950fcb
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,* = *,56950fcb
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,calculateCaloriesWithCache totalCalories = *,c6827507
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,* : #spec# * #spec# *,1660b82a
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,onStandStepChanged #spec#,ae11f4b4
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,* : #spec# * #spec# *,1660b82a
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,* = *,56950fcb
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,* = *,56950fcb
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,calculateCaloriesWithCache totalCalories = *,c6827507
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,* : #spec# * #spec# *,1660b82a
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,onStandStepChanged #spec#,ae11f4b4
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,* : #spec# * #spec# *,1660b82a
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,* = *,56950fcb
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,* = *,56950fcb
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,calculateCaloriesWithCache totalCalories = *,c6827507
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,* : #spec# * #spec# *,1660b82a
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,onStandStepChanged #spec#,ae11f4b4
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,* : #spec# * #spec# *,1660b82a
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,* = *,56950fcb
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,* = *,56950fcb
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,calculateCaloriesWithCache totalCalories = *,c6827507
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,* : #spec# * #spec# *,1660b82a
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,onStandStepChanged #spec#,ae11f4b4
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,* : #spec# * #spec# *,1660b82a
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,* = *,56950fcb
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,* = *,56950fcb
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,calculateCaloriesWithCache totalCalories = *,c6827507
552,20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude = *,117c8e26
553,20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,* : #spec# * #spec# *,1660b82a
554,20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,onStandStepChanged #spec#,ae11f4b4
555,20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,* : #spec# * #spec# *,1660b82a
556,20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,* = *,56950fcb
557,20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,* = *,56950fcb
