LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventTemplate,EventId
121,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:55.377,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image #spec# dd #spec# - #spec# c #spec# - #spec# fbb- #spec# c #spec# - #spec# fbe #spec# b #spec# at ( #spec# ) : checking,4cfda59f
122,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:55.378,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image #spec# dd #spec# - #spec# c #spec# - #spec# fbb- #spec# c #spec# - #spec# fbe #spec# b #spec# at ( #spec# ) : in use : on this node #spec# local , #spec# on other nodes sharing this instance storage",29f0dc4c
123,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:55.557,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files : #spec#,b0310cbe
124,nova-scheduler.log.1.2017-05-16_13:53:08,2017-05-16,00:00:57.129,25998,INFO,nova.scheduler.host_manager,req-d724a3bd-e314-4f81-a41c-460aa91f24ae - - - - -,Successfully synced instances from host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'.,Successfully synced instances from host ' cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us ' .,0e44a9b1
125,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.177,25783,INFO,nova.metadata.wsgi.server,req-e78e9555-b566-46e4-8753-94827f0c2910 - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2205780","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
126,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.189,25783,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0019679","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
127,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.430,25776,INFO,nova.metadata.wsgi.server,req-61196723-e034-487d-82e0-9cc159c8572c - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2335150","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
128,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.445,25776,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0008781","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
129,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:58.766,25778,INFO,nova.metadata.wsgi.server,req-f1603c09-bec5-418f-9b75-0f3393afea8a - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2285759","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
130,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.100,25799,INFO,nova.metadata.wsgi.server,req-2d24fed7-3524-414c-9783-e3e042c71543 - - - - -,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2275620","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
131,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.114,25799,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0010512","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
132,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.130,25799,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.0009170","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
133,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.145,25799,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.0008931","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
134,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.157,25776,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.0009408","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
135,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.172,25776,INFO,nova.metadata.wsgi.server,-,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0018420","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
136,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.410,25746,INFO,nova.osapi_compute.wsgi.server,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4 HTTP/1.1"" status: 204 len: 203 time: 0.2604880","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
137,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.446,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Terminating instance,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Terminating instance,841260a6
138,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.567,25795,INFO,nova.metadata.wsgi.server,req-240372b7-bd9c-4cdd-977c-d2dc10bf8526 - - - - -,"10.11.21.123,10.11.10.1 ""GET /latest/meta-data/placement/ HTTP/1.1"" status: 200 len: 134 time: 0.3841610","#spec# , #spec# ""GET #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",105e62bc
139,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:00:59.678,25746,INFO,nova.osapi_compute.wsgi.server,req-0dd87940-76ef-4556-bfb6-3cb42c58fc82 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2644901","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
140,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.733,2931,INFO,nova.compute.manager,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Running instance usage audit for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us from 2017-05-16 05:00:00 to 2017-05-16 06:00:00. 87 instances.,Running instance usage audit for host cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us from #spec# - #spec# - #spec# #spec# to #spec# - #spec# - #spec# #spec# : #spec# : #spec# . #spec# instances.,259d2874
141,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:00:59.739,2931,INFO,nova.virt.libvirt.driver,-,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Instance destroyed successfully.,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Instance * successfully.,3c4739dd
142,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.419,2931,INFO,nova.virt.libvirt.driver,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Deleting instance files /var/lib/nova/instances/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4_del,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Deleting instance files #spec#,29b68f63
143,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.421,2931,INFO,nova.virt.libvirt.driver,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Deletion of /var/lib/nova/instances/96abccce-8d1f-4e07-b6d1-4b2ab87e23b4_del complete,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Deletion of #spec# complete,b885e55c
144,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:00.563,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 1.11 seconds to destroy the instance on the hypervisor.,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Took #spec# . #spec# seconds to destroy the instance on the hypervisor.,6719e385
145,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:01.033,25746,INFO,nova.osapi_compute.wsgi.server,req-a9b72c1a-65a9-44a5-bcb3-db8c2aa6d404 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.3479111","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
146,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.080,2931,INFO,nova.compute.manager,req-d473bea3-588a-441a-8b2a-a137806f8786 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 0.52 seconds to deallocate network for instance.,[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] Took #spec# . #spec# seconds to deallocate network for instance.,c640b5a2
147,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.698,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file : #spec#,38205fcd
148,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.699,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files : #spec#,1c57c8e0
149,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:01.700,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file : #spec#,801cdcf3
150,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:02.141,25746,INFO,nova.osapi_compute.wsgi.server,req-cd5e40af-8fe5-4bd7-ae38-b5fb546d31ff 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1034541","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
151,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:03.114,25746,INFO,nova.api.openstack.wsgi,req-fff6fe1a-cbb6-4b38-806a-afee069d7c13 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,HTTP exception thrown : No instances found for any event,a5903d61
152,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:03.116,25746,INFO,nova.osapi_compute.wsgi.server,req-fff6fe1a-cbb6-4b38-806a-afee069d7c13 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0886950","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
153,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:12.693,25746,INFO,nova.osapi_compute.wsgi.server,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5442920","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
154,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:12.885,25746,INFO,nova.osapi_compute.wsgi.server,req-4e83daf7-a24c-4ab4-96ff-1da5848255ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1878400","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
155,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.998,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Attempting claim : memory #spec# MB , disk #spec# GB , vcpus #spec# CPU",bd96e47c
156,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.999,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total memory: 64172 MB, used: 512.00 MB","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Total memory : #spec# MB , used : #spec# . #spec# MB",59c2b864
157,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:12.999,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] memory limit: 96258.00 MB, free: 95746.00 MB","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] memory limit : #spec# . #spec# MB , free : #spec# . #spec# MB",bd27c455
158,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.000,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total disk: 15 GB, used: 0.00 GB","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Total disk : #spec# GB , used : #spec# . #spec# GB",7afc0376
159,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.000,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] disk limit not specified, defaulting to unlimited","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] disk limit not specified , defaulting to unlimited",69548009
160,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.001,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total vcpu: 16 VCPU, used: 0.00 VCPU","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Total vcpu : #spec# VCPU , used : #spec# . #spec# VCPU",6cea3eb3
161,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.002,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] vcpu limit not specified, defaulting to unlimited","[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] vcpu limit not specified , defaulting to unlimited",31c61b6b
162,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.033,2931,INFO,nova.compute.claims,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Claim successful,[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Claim successful,5e7cfcbf
163,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:13.086,25746,INFO,nova.osapi_compute.wsgi.server,req-b7948826-c8b0-4d2c-9933-1580f19fdf93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1955159","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
164,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.179,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Auditing locally available compute resources for node cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us,46b5017a
165,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:13.291,25746,INFO,nova.osapi_compute.wsgi.server,req-9bc8b0af-864a-421b-a2bc-b0472952e7c1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/b562ef10-ba2d-48ae-bf4a-18666cba4a51 HTTP/1.1"" status: 200 len: 1708 time: 0.2013841","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
166,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.569,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: 16, total allocated vcpus: 1","Total usable vcpus : #spec# , total allocated vcpus : #spec#",95535f6a
167,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.570,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Final resource view : name = cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us phys_ram = #spec# MB used_ram = #spec# MB phys_disk = #spec# GB used_disk = #spec# GB total_vcpus = #spec# used_vcpus = #spec# pci_stats = [ ],e046a72f
168,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.623,2931,INFO,nova.virt.libvirt.driver,req-97fcea79-42f7-4241-9b9e-63fe193c1929 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Creating image,[ instance : b #spec# ef #spec# -ba #spec# d- #spec# ae-bf #spec# a- #spec# cba #spec# a #spec# ] Creating image,64928167
169,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:13.632,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Compute_service record updated for cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us : cp- #spec# .slowvm #spec# .tcloud-pg #spec# .utah.cloudlab.us,53aee4c6
170,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:14.560,25746,INFO,nova.osapi_compute.wsgi.server,req-b543ced1-368e-4997-bd19-bfe484087365 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2633560","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
171,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:14.735,2931,INFO,nova.compute.manager,-,[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Stopped (Lifecycle Event),[ instance : #spec# abccce- #spec# d #spec# f- #spec# e #spec# -b #spec# d #spec# - #spec# b #spec# ab #spec# e #spec# b #spec# ] VM * ( Lifecycle Event ),b716e226
172,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:14.819,25746,INFO,nova.osapi_compute.wsgi.server,req-428f28af-b5be-46d2-a334-c261235ec80d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2561328","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
173,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:16.100,25746,INFO,nova.osapi_compute.wsgi.server,req-45f80172-398a-4dc5-be8b-2d5a3509a95c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2740800","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
174,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:16.368,25746,INFO,nova.osapi_compute.wsgi.server,req-ccf53bd0-3d1f-4951-858c-c5b0416e7ccf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2638359","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
175,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:17.654,25746,INFO,nova.osapi_compute.wsgi.server,req-e89e7c8f-91d3-41c6-8483-ca10554084c7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2793601","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
176,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:17.920,25746,INFO,nova.osapi_compute.wsgi.server,req-9e6e6ab0-4a0e-4d51-aed1-028d418862ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2611539","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
177,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:19.202,25746,INFO,nova.osapi_compute.wsgi.server,req-6b8f0c42-a8aa-4947-918c-385855184318 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2773159","#spec# * #spec# #spec# "" status : #spec# len : #spec# time : #spec# . #spec#",e317e562
