LineId,Date,Time,Level,Component,Content,EventTemplate,EventId
555,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020370~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
556,2016-09-28,04:30:43,Info,CBS,Session: 30546174_85811915 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
557,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3003743~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
558,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88182050 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
559,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020387~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0","Read out cached package applicability for package : Package_for_KB3020387~31bf3856ad364e35~amd64~~ #spec# , ApplicableState : 80 , CurrentState : 0",ddd0f6a0
560,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88262055 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
561,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2884256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
562,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88342059 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
563,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3163245~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
564,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88462066 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
565,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2660075~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
566,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88482067 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
567,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
568,2016-09-28,04:30:43,Info,CBS,Session: 30546174_88742082 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
569,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3161561~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
570,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89042099 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
571,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2800095~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
572,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89092102 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
573,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2818604~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:0","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 0",25d47d0b
574,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89122104 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
575,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2570947~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
576,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89272113 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
577,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3035132~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
578,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89322115 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
579,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2972100~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
580,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89562129 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
581,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2966583~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
582,2016-09-28,04:30:43,Info,CBS,Session: 30546174_89962152 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
583,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
584,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90352174 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
585,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
586,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90632190 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
587,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
588,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90692194 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
589,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
590,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90722196 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
591,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 0",25d47d0b
592,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90802200 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
593,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90832202 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
594,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
595,2016-09-28,04:30:43,Info,CBS,Session: 30546174_90912206 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
596,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2970228~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
597,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91002212 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
598,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0","Read out cached package applicability for package : * #spec# , ApplicableState : 0 , CurrentState : 0",d2eccb73
599,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91262226 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
600,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2965788~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
601,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91282228 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
602,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3030377~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
603,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91382233 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
604,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
605,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91422236 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
606,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
607,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91472238 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
608,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0","Read out cached package applicability for package : Package_for_KB2706045~31bf3856ad364e35~amd64~~ #spec# , ApplicableState : 80 , CurrentState : 0",5a03c873
609,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91532242 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
610,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
611,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91592245 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
612,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
613,2016-09-28,04:30:43,Info,CBS,Session: 30546174_91672250 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
614,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
615,2016-09-28,04:30:43,Info,CBS,Session: 30546174_92052272 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
616,2016-09-28,04:30:43,Info,CBS,"Read out cached package applicability for package: Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
617,2016-09-28,04:30:44,Info,CBS,Session: 30546174_92302286 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
618,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
619,2016-09-28,04:30:44,Info,CBS,Session: 30546174_93492354 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
620,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0","Read out cached package applicability for package : Package_for_KB2703157~31bf3856ad364e35~amd64~~ #spec# , ApplicableState : 80 , CurrentState : 0",ee605e0f
621,2016-09-28,04:30:44,Info,CBS,Session: 30546174_93642363 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
622,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
623,2016-09-28,04:30:44,Info,CBS,Session: 30546174_94042385 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
624,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
625,2016-09-28,04:30:44,Info,CBS,Session: 30546174_94182393 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
626,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
627,2016-09-28,04:30:44,Info,CBS,Session: 30546174_94222396 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
628,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
629,2016-09-28,04:30:44,Info,CBS,Session: 30546174_94392405 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
630,2016-09-28,04:30:44,Info,CBS,Session: 30546174_94722424 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
631,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
632,2016-09-28,04:30:44,Info,CBS,Session: 30546174_97232568 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
633,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
634,2016-09-28,04:30:44,Info,CBS,Session: 30546174_97282571 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
635,2016-09-28,04:30:44,Info,CBS,Session: 30546174_97402578 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
636,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
637,2016-09-28,04:30:44,Info,CBS,Session: 30546174_97982611 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
638,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
639,2016-09-28,04:30:44,Info,CBS,Session: 30546174_98162621 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
640,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
641,2016-09-28,04:30:44,Info,CBS,Session: 30546174_99082674 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
642,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
643,2016-09-28,04:30:44,Info,CBS,Session: 30546174_99222682 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
644,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:0","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 0",25d47d0b
645,2016-09-28,04:30:44,Info,CBS,Session: 30546174_99252683 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
646,2016-09-28,04:30:44,Info,CBS,Session: 30546174_99402692 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
647,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
648,2016-09-28,04:30:44,Info,CBS,Session: 30546174_100742769 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
649,2016-09-28,04:30:44,Info,CBS,Session: 30546174_100772770 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
650,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
651,2016-09-28,04:30:44,Info,CBS,Session: 30546174_100922779 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
652,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
653,2016-09-28,04:30:44,Info,CBS,Session: 30546174_100952781 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
654,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
655,2016-09-28,04:30:44,Info,CBS,Session: 30546174_100982782 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
656,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
657,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101102789 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
658,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
659,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101172793 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
660,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
661,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101232797 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
662,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
663,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101272799 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
664,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
665,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101322802 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
666,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
667,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101632820 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
668,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 0",25d47d0b
669,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101752826 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
670,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
671,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101792829 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
672,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0","Read out cached package applicability for package : Package_for_KB2719033~31bf3856ad364e35~amd64~~ #spec# , ApplicableState : 80 , CurrentState : 0",49449ce2
673,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101842832 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
674,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
675,2016-09-28,04:30:44,Info,CBS,Session: 30546174_101902835 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
676,2016-09-28,04:30:44,Info,CBS,"Read out cached package applicability for package: Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
677,2016-09-28,04:30:44,Info,CBS,Session: 30546174_102002841 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
678,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
679,2016-09-28,04:30:45,Info,CBS,Session: 30546174_102442866 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
680,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
681,2016-09-28,04:30:45,Info,CBS,Session: 30546174_103902949 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
682,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
683,2016-09-28,04:30:45,Info,CBS,Session: 30546174_104472982 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
684,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 80 , CurrentState : 112",b79eac7a
685,2016-09-28,04:30:45,Info,CBS,Session: 30546174_106683108 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
686,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
687,2016-09-28,04:30:45,Info,CBS,Session: 30546174_106973125 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
688,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
689,2016-09-28,04:30:45,Info,CBS,Session: 30546174_107003127 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
690,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
691,2016-09-28,04:30:45,Info,CBS,Session: 30546174_107053130 initialized by client WindowsUpdateAgent.,Session : * initialized by client *,66ef179c
692,2016-09-28,04:30:45,Info,CBS,"Read out cached package applicability for package: Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112","Read out cached package applicability for package : * #spec# , ApplicableState : 112 , CurrentState : 112",050b5afc
