LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
524,081110,105345,19,INFO,dfs.FSDataset,Deleting block blk_-4304240611296196935 file /mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935,7b7bcbab,Deleting block blk_-4304240611296196935 file /mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935
525,081110,105456,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864,1c52529f,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to <*> size 67108864
526,081110,105512,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233975,9841ceb2,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233975
527,081110,105521,9428,INFO,dfs.DataNode$PacketResponder,Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37,d1a4bd98,Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37
528,081110,105553,9531,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5272731391668336674 src: /10.250.6.191:46509 dest: /10.250.6.191:50010,04e08ba4,Receiving block blk_5272731391668336674 src: /10.250.6.191:46509 dest: /10.250.6.191:50010
529,081110,105607,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5491101910066444061 size 67108864,476ff540,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5491101910066444061 size 67108864
530,081110,105628,19,INFO,dfs.FSDataset,Deleting block blk_5075966182561035053 file /mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053,89bc5866,Deleting block blk_5075966182561035053 file /mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053
531,081110,105910,9510,INFO,dfs.DataNode$PacketResponder,Received block blk_-5421365489363678155 of size 67108864 from /10.251.122.38,dc989650,Received block blk_-5421365489363678155 of size 67108864 from /10.251.122.38
532,081110,105927,9498,INFO,dfs.DataNode$PacketResponder,Received block blk_2294700909811950327 of size 67108864 from /10.251.90.64,6e240aa6,Received block blk_2294700909811950327 of size 67108864 from /10.251.90.64
533,081110,110021,9609,INFO,dfs.DataNode$PacketResponder,Received block blk_7224257732880626802 of size 67108864 from /10.251.122.79,afeaad2a,Received block blk_7224257732880626802 of size 67108864 from /10.251.122.79
534,081110,110036,9429,INFO,dfs.DataNode$PacketResponder,Received block blk_-8049908920306758342 of size 67108864 from /10.251.73.220,9e9d5652,Received block blk_-8049908920306758342 of size 67108864 from /10.251.73.220
535,081110,110055,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6582383997201802925 size 67108864,ce001a2a,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to <*> size 67108864
536,081110,110059,9428,INFO,dfs.DataNode$PacketResponder,Received block blk_6746178639682808096 of size 67108864 from /10.251.125.174,563ef5a1,Received block blk_6746178639682808096 of size 67108864 from /10.251.125.174
537,081110,110101,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.214:50010 is added to blk_-5363213609331400263 size 67108864,c7198422,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.214:50010 is added to blk_-5363213609331400263 size 67108864
538,081110,110155,9579,INFO,dfs.DataNode$PacketResponder,Received block blk_-5586529360624346565 of size 67108864 from /10.251.43.115,30b044ee,Received block blk_-5586529360624346565 of size 67108864 from /10.251.43.115
539,081110,110208,9551,INFO,dfs.DataNode$PacketResponder,Received block blk_2063252936853409868 of size 67108864 from /10.251.43.192,603ed516,Received block blk_2063252936853409868 of size 67108864 from /10.251.43.192
540,081110,110324,8497,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010,f47ac107,Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010
541,081110,110353,9313,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2974262690755997396 terminating,86ac9999,PacketResponder 2 for block blk_2974262690755997396 terminating
542,081110,110627,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-7030770677241078854 size 67108864,dfb98acc,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to <*> size 67108864
543,081110,110827,9664,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3318864983801406136 terminating,f0227504,PacketResponder 1 for block blk_3318864983801406136 terminating
544,081110,110921,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001197_0/part-01197. blk_-5255262711039499896,870bc5b5,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001197_0/part-01197. blk_-5255262711039499896
545,081110,110933,9676,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3612946656596896413 src: /10.251.105.189:48488 dest: /10.251.105.189:50010,3c237eab,Receiving block blk_-3612946656596896413 src: /10.251.105.189:48488 dest: /10.251.105.189:50010
546,081110,110942,9749,INFO,dfs.DataNode$PacketResponder,Received block blk_8751697793900992450 of size 67108864 from /10.251.71.16,e882fa9c,Received block blk_8751697793900992450 of size 67108864 from /10.251.71.16
547,081110,111026,9675,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5816171803790152026 src: /10.251.194.102:43940 dest: /10.251.194.102:50010,fa31d200,Receiving block blk_5816171803790152026 src: /10.251.194.102:43940 dest: /10.251.194.102:50010
548,081110,111043,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-6068587951382721748 size 67108864,3027b534,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to <*> size 67108864
549,081110,111043,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353. blk_5782729236964719738,9cbd2c28,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353. blk_5782729236964719738
550,081110,111229,9504,INFO,dfs.DataNode$PacketResponder,Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9,d1f5d08e,Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9
551,081110,111248,9723,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8348114876238571434 terminating,ef6cdf4d,PacketResponder 2 for block blk_8348114876238571434 terminating
552,081110,111308,9973,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010,90e03beb,Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010
553,081110,111404,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500555,da6c17b5,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500555
554,081110,111405,9848,INFO,dfs.DataNode$PacketResponder,Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83,d79a5344,Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83
555,081110,111409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864,56b0b487,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864
556,081110,111415,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_939695665085237271 size 67108864,00750aca,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to <*> size 67108864
557,081110,111547,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839,5de8a8b5,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839
558,081110,111638,10033,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010,6bc2a0d9,Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010
559,081110,111647,9920,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1751996688557225241 terminating,544f94d2,PacketResponder 1 for block blk_-1751996688557225241 terminating
560,081110,111650,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864,e03b0dba,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to <*> size 67108864
561,081110,111732,9557,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7837529475466774167 terminating,1a9a179b,PacketResponder 0 for block blk_7837529475466774167 terminating
562,081110,111748,9582,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010,81621918,Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010
563,081110,111807,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_8988793695103110546 size 67108864,a11e1ccf,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to <*> size 67108864
564,081110,111826,9879,INFO,dfs.DataNode$PacketResponder,Received block blk_-5340841684362207777 of size 67108864 from /10.251.198.33,6717df36,Received block blk_-5340841684362207777 of size 67108864 from /10.251.198.33
565,081110,111909,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864,29e8c212,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864
566,081110,111958,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172,b8ca342f,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172
567,081110,112055,10002,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6927870228542972281 src: /10.250.7.230:41059 dest: /10.250.7.230:50010,66d0644f,Receiving block blk_-6927870228542972281 src: /10.250.7.230:41059 dest: /10.250.7.230:50010
568,081110,112152,9621,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6610244864386894422 terminating,2eda213f,PacketResponder 0 for block blk_6610244864386894422 terminating
569,081110,112155,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_774612454978154966,7b3fda52,Verification succeeded for blk_774612454978154966
570,081110,112234,9888,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010,82574f82,Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010
571,081110,112310,9858,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010,56e305e6,Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010
572,081110,112324,9997,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1387034299358896632 terminating,1a0dda8c,PacketResponder 0 for block blk_-1387034299358896632 terminating
573,081110,112448,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-5012639079435860269 size 67108864,0cfaf946,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to <*> size 67108864
574,081110,112511,10021,INFO,dfs.DataNode$PacketResponder,Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130,ad36c236,Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130
575,081110,112516,10267,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010,6d31cb2a,Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010
576,081110,112615,9713,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010,4171dab8,Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010
577,081110,112629,10027,INFO,dfs.DataNode$PacketResponder,Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79,6657a592,Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79
578,081110,112653,10042,INFO,dfs.DataNode$PacketResponder,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65,cfd6c604,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65
579,081110,112716,9992,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010,b517155a,Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010
580,081110,112739,10109,INFO,dfs.DataNode$PacketResponder,Received block blk_-5814328448485070742 of size 67108864 from /10.251.74.134,23a19226,Received block blk_-5814328448485070742 of size 67108864 from /10.251.74.134
581,081110,112744,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864,7ad62f68,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864
582,081110,112807,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_3202507081359904616 size 67108864,2ee299b8,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to <*> size 67108864
583,081110,113017,10093,INFO,dfs.DataNode$DataXceiver,Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010,973ad00c,Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010
584,081110,113407,10381,INFO,dfs.DataNode$PacketResponder,Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240,8d02b46a,Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240
585,081110,113636,19,INFO,dfs.FSDataset,Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756,5e624397,Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756
586,081110,113919,10209,INFO,dfs.DataNode$PacketResponder,Received block blk_2157471834570224881 of size 67108864 from /10.251.126.22,7c78409d,Received block blk_2157471834570224881 of size 67108864 from /10.251.126.22
587,081110,113952,10299,INFO,dfs.DataNode$PacketResponder,Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230,a55ff259,Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230
588,081110,113955,10279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-931590117143327078 src: /10.251.42.191:44480 dest: /10.251.42.191:50010,b0fe6de4,Receiving block blk_-931590117143327078 src: /10.251.42.191:44480 dest: /10.251.42.191:50010
589,081110,114005,10102,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4967492069970766092 terminating,a9427a35,PacketResponder 1 for block blk_4967492069970766092 terminating
590,081110,114019,10028,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1485317050914225917 terminating,b45362f6,PacketResponder 2 for block blk_-1485317050914225917 terminating
591,081110,114020,10232,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010,9d24e87a,Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010
592,081110,114119,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864,c50539fa,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to <*> size 67108864
593,081110,114144,10436,INFO,dfs.DataNode$PacketResponder,Received block blk_-1849105860762445186 of size 67108864 from /10.251.91.229,78c49de7,Received block blk_-1849105860762445186 of size 67108864 from /10.251.91.229
594,081110,114231,10363,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7820996703068538967 src: /10.251.35.1:59569 dest: /10.251.35.1:50010,2bd34331,Receiving block blk_-7820996703068538967 src: /10.251.35.1:59569 dest: /10.251.35.1:50010
595,081110,114309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430,9b8b2ee3,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430
596,081110,114315,10226,INFO,dfs.DataNode$PacketResponder,Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130,c10cb8ae,Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130
597,081110,114319,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864,1c64875f,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to <*> size 67108864
598,081110,114347,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_5809900021002850724 size 67108864,eb6b50c6,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to <*> size 67108864
599,081110,114354,10356,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,a827bd4b,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010
600,081110,114357,10454,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010,faa40181,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010
601,081110,114449,10421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,a84dad57,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010
602,081110,114454,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,1cfd8bf2,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017
603,081110,114504,10561,INFO,dfs.DataNode$DataXceiver,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010,e55b203f,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010
604,081110,114637,10468,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5828360070550196756 terminating,04dc4ecf,PacketResponder 1 for block blk_-5828360070550196756 terminating
605,081110,114717,10303,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7683667795522321323 terminating,c2999e01,PacketResponder 2 for block blk_-7683667795522321323 terminating
606,081110,114724,10433,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010,e1d0b786,Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010
607,081110,114738,10395,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010,e5ef184d,Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010
608,081110,115017,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864,89967647,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864
609,081110,115202,10582,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,c6ca6ac0,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010
610,081110,115204,10569,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010,b8a82da5,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010
611,081110,115226,10579,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,f09f8901,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010
612,081110,115408,10446,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,190e6f4f,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010
613,081110,115526,10492,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,d47c74f8,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010
614,081110,115614,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,a2f72a59,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to <*> size 67108864
615,081110,115700,10671,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8745453424063341007 terminating,081ee445,PacketResponder 1 for block blk_-8745453424063341007 terminating
616,081110,115734,10668,INFO,dfs.DataNode$PacketResponder,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,bdc2a8c2,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188
617,081110,115737,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,585e096a,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to <*> size 67108864
618,081110,115742,10672,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6017354285686373326 terminating,fd3ffad1,PacketResponder 1 for block blk_6017354285686373326 terminating
619,081110,115804,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,d8f204b1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864
620,081110,115934,10597,INFO,dfs.DataNode$PacketResponder,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,61552329,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4
621,081110,120103,10778,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5321676321043683563 terminating,2c37a0f5,PacketResponder 2 for block blk_-5321676321043683563 terminating
622,081110,120139,10638,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-357695136519539363 terminating,c45d0f30,PacketResponder 1 for block blk_-357695136519539363 terminating
623,081110,120233,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,d706770e,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to <*> size 67108864
624,081110,120246,10414,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1279439901767890758 terminating,01b9dd9e,PacketResponder 1 for block blk_1279439901767890758 terminating
625,081110,120247,10427,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,8fd4d38e,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010
626,081110,120247,10525,INFO,dfs.DataNode$PacketResponder,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,734e7d48,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179
627,081110,120410,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,e13d5744,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655
628,081110,120429,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,1879448b,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to <*> size 67108864
629,081110,120516,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,80e92e6a,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to <*> size 67108864
630,081110,120524,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,d0a99453,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864
631,081110,120621,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,03315f81,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372
632,081110,120718,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,603c9644,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to <*> size 67108864
633,081110,120807,10546,INFO,dfs.DataNode$PacketResponder,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,7f25a9ac,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229
634,081110,120857,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,db6d54be,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to <*> size 67108864
635,081110,120931,10872,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,60f9e826,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010
