LineId,Time,Level,Content,EventTemplate,EventId
397,Sun Dec 04 06:52:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
398,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
399,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
400,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32630 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
401,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32629 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
402,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
403,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
404,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
405,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
406,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32633 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
407,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32634 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
408,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32632 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
409,Sun Dec 04 06:53:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
410,Sun Dec 04 06:53:26 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
411,Sun Dec 04 06:53:38 2005,notice,jk2_init() Found child 32636 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
412,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32637 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
413,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32638 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
414,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32640 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
415,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32641 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
416,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32642 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
417,Sun Dec 04 06:54:35 2005,notice,jk2_init() Found child 32646 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
418,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32648 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
419,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32652 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
420,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32649 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
421,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32651 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
422,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32650 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
423,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
424,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
425,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
426,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
427,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
428,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
429,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
430,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32658 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
431,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32659 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
432,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
433,Sun Dec 04 06:56:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
434,Sun Dec 04 06:56:17 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
435,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
436,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32664 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
437,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32670 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
438,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
439,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32668 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
440,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32669 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
441,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
442,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
443,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
444,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
445,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
446,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
447,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
448,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
449,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
450,Sun Dec 04 06:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
451,Sun Dec 04 06:57:24 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
452,Sun Dec 04 06:58:12 2005,notice,jk2_init() Found child 32674 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
453,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32672 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
454,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32673 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
455,Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
456,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
457,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
458,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
459,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
460,Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
461,Sun Dec 04 06:58:53 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
462,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
463,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
464,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32678 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
465,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
466,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
467,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32681 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
468,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
469,Sun Dec 04 06:59:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
470,Sun Dec 04 06:59:40 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
471,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
472,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
473,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
474,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
475,Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
476,Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
477,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
478,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
479,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32696 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
480,Sun Dec 04 07:01:25 2005,notice,jk2_init() Found child 32701 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
481,Sun Dec 04 07:01:26 2005,notice,jk2_init() Found child 32702 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
482,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
483,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32708 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
484,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32710 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
485,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32709 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
486,Sun Dec 04 07:01:57 2005,notice,jk2_init() Found child 32712 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
487,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
488,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
489,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
490,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
491,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
492,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
493,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
494,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
495,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
496,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
497,Sun Dec 04 07:02:52 2005,notice,jk2_init() Found child 32713 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
498,Sun Dec 04 07:03:23 2005,notice,jk2_init() Found child 32717 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
499,Sun Dec 04 07:03:48 2005,notice,jk2_init() Found child 32720 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
500,Sun Dec 04 07:04:27 2005,notice,jk2_init() Found child 32726 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
501,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32730 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
502,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32729 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
503,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32731 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
504,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32739 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
505,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32740 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
506,Sun Dec 04 07:06:11 2005,notice,jk2_init() Found child 32742 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
507,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32758 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
508,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32755 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
509,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32754 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
510,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
511,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
512,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
513,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
514,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 10,mod_jk child workerEnv in error state #spec#,2880ed24
515,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
516,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32761 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
517,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32762 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
518,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32763 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
519,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
520,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
521,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
522,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
523,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
524,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
525,Sun Dec 04 07:10:54 2005,notice,jk2_init() Found child 308 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
526,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 310 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
527,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 309 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
528,Sun Dec 04 07:11:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
529,Sun Dec 04 07:11:05 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
530,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
531,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
532,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
533,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
534,Sun Dec 04 07:11:49 2005,notice,jk2_init() Found child 311 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
535,Sun Dec 04 07:12:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
536,Sun Dec 04 07:12:08 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
537,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 312 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
538,Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 313 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
539,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
540,Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
541,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
542,Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
543,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 314 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
544,Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 315 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
545,Sun Dec 04 07:13:10 2005,notice,jk2_init() Found child 316 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
546,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
547,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
548,Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
549,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
550,Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
551,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 319 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
552,Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 317 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
553,Sun Dec 04 07:14:08 2005,notice,jk2_init() Found child 318 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
554,Sun Dec 04 07:14:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
555,Sun Dec 04 07:14:29 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
556,Sun Dec 04 07:14:47 2005,notice,jk2_init() Found child 321 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
557,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 324 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
558,Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 323 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
559,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 350 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
560,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 353 in scoreboard slot 12,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
561,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 352 in scoreboard slot 11,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
562,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 349 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
563,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 348 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
564,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 347 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
565,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 351 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
566,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
567,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
568,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
569,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
570,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
571,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
572,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
573,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
574,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
575,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
576,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
577,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
578,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
579,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
580,Sun Dec 04 07:45:45 2005,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
581,Sun Dec 04 08:54:17 2005,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
