LineId,Month,Date,Time,Level,Component,PID,Content,EventTemplate,EventId
437,Jun,29,03:22:22,combo,ftpd,13246,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
438,Jun,29,03:22:22,combo,ftpd,13244,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
439,Jun,29,03:22:22,combo,ftpd,13243,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
440,Jun,29,03:22:22,combo,ftpd,13249,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
441,Jun,29,03:22:22,combo,ftpd,13253,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
442,Jun,29,03:22:22,combo,ftpd,13247,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
443,Jun,29,03:22:22,combo,ftpd,13248,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
444,Jun,29,03:22:23,combo,ftpd,13265,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
445,Jun,29,04:03:10,combo,su(pam_unix),13665,session opened for user cyrus by (uid=0),session opened for user * by ( uid = * ),32bb9641
446,Jun,29,04:03:11,combo,su(pam_unix),13665,session closed for user cyrus,session closed for user *,c3515b88
447,Jun,29,04:03:12,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [ 1 ],28924d6d
448,Jun,29,04:09:29,combo,su(pam_unix),14891,session opened for user news by (uid=0),session opened for user * by ( uid = * ),32bb9641
449,Jun,29,04:09:30,combo,su(pam_unix),14891,session closed for user news,session closed for user *,c3515b88
450,Jun,29,10:08:19,combo,sshd(pam_unix),15481,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
451,Jun,29,10:08:19,combo,sshd(pam_unix),15477,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
452,Jun,29,10:08:19,combo,sshd(pam_unix),15479,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
453,Jun,29,10:08:19,combo,sshd(pam_unix),15478,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
454,Jun,29,10:08:19,combo,sshd(pam_unix),15480,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
455,Jun,29,10:08:19,combo,sshd(pam_unix),15476,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
456,Jun,29,10:08:19,combo,sshd(pam_unix),15488,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
457,Jun,29,10:08:20,combo,sshd(pam_unix),15490,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
458,Jun,29,10:08:20,combo,sshd(pam_unix),15491,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
459,Jun,29,10:08:20,combo,sshd(pam_unix),15492,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
460,Jun,29,10:48:01,combo,ftpd,15547,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
461,Jun,29,10:48:01,combo,ftpd,15543,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
462,Jun,29,10:48:01,combo,ftpd,15546,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
463,Jun,29,10:48:01,combo,ftpd,15542,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
464,Jun,29,10:48:01,combo,ftpd,15544,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
465,Jun,29,10:48:01,combo,ftpd,15545,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
466,Jun,29,10:48:05,combo,ftpd,15548,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
467,Jun,29,10:48:06,combo,ftpd,15549,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
468,Jun,29,10:48:06,combo,ftpd,15550,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
469,Jun,29,10:48:06,combo,ftpd,15551,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
470,Jun,29,10:48:08,combo,ftpd,15552,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
471,Jun,29,10:48:08,combo,ftpd,15553,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
472,Jun,29,10:48:08,combo,ftpd,15554,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
473,Jun,29,10:48:10,combo,ftpd,15555,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
474,Jun,29,10:48:12,combo,ftpd,15556,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
475,Jun,29,10:48:12,combo,ftpd,15557,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
476,Jun,29,10:48:13,combo,ftpd,15558,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
477,Jun,29,10:48:15,combo,ftpd,15559,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
478,Jun,29,10:48:17,combo,ftpd,15560,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
479,Jun,29,10:48:17,combo,ftpd,15561,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
480,Jun,29,10:48:18,combo,ftpd,15562,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
481,Jun,29,10:48:20,combo,ftpd,15563,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
482,Jun,29,10:48:21,combo,ftpd,15564,connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
483,Jun,29,12:11:53,combo,sshd(pam_unix),15692,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
484,Jun,29,12:11:55,combo,sshd(pam_unix),15694,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
485,Jun,29,12:11:57,combo,sshd(pam_unix),15696,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
486,Jun,29,12:11:59,combo,sshd(pam_unix),15698,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
487,Jun,29,12:11:59,combo,sshd(pam_unix),15700,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
488,Jun,29,12:12:01,combo,sshd(pam_unix),15702,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
489,Jun,29,12:12:02,combo,sshd(pam_unix),15704,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
490,Jun,29,12:12:03,combo,sshd(pam_unix),15706,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
491,Jun,29,12:12:03,combo,sshd(pam_unix),15708,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
492,Jun,29,12:12:05,combo,sshd(pam_unix),15710,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
493,Jun,29,12:12:05,combo,sshd(pam_unix),15712,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
494,Jun,29,12:12:06,combo,sshd(pam_unix),15714,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
495,Jun,29,12:12:10,combo,sshd(pam_unix),15716,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
496,Jun,29,14:44:35,combo,ftpd,15917,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
497,Jun,29,14:44:35,combo,ftpd,15922,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
498,Jun,29,14:44:35,combo,ftpd,15918,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
499,Jun,29,14:44:35,combo,ftpd,15919,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
500,Jun,29,14:44:35,combo,ftpd,15923,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
501,Jun,29,14:44:35,combo,ftpd,15920,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
502,Jun,29,14:44:35,combo,ftpd,15921,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from #spec# ( ) at * * #spec# #spec# #spec#,24200c68
503,Jun,30,04:03:41,combo,su(pam_unix),17407,session opened for user cyrus by (uid=0),session opened for user * by ( uid = * ),32bb9641
504,Jun,30,04:03:42,combo,su(pam_unix),17407,session closed for user cyrus,session closed for user *,c3515b88
505,Jun,30,04:03:43,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [ 1 ],28924d6d
506,Jun,30,04:09:30,combo,su(pam_unix),17778,session opened for user news by (uid=0),session opened for user * by ( uid = * ),32bb9641
507,Jun,30,04:09:31,combo,su(pam_unix),17778,session closed for user news,session closed for user *,c3515b88
508,Jun,30,12:48:38,combo,sshd(pam_unix),18559,check pass; user unknown,check pass ; user unknown,296af93f
509,Jun,30,12:48:38,combo,sshd(pam_unix),18559,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
510,Jun,30,12:48:41,combo,sshd(pam_unix),18557,check pass; user unknown,check pass ; user unknown,296af93f
511,Jun,30,12:48:41,combo,sshd(pam_unix),18557,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
512,Jun,30,12:48:41,combo,sshd(pam_unix),18550,check pass; user unknown,check pass ; user unknown,296af93f
513,Jun,30,12:48:41,combo,sshd(pam_unix),18550,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
514,Jun,30,12:48:41,combo,sshd(pam_unix),18547,check pass; user unknown,check pass ; user unknown,296af93f
515,Jun,30,12:48:41,combo,sshd(pam_unix),18547,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
516,Jun,30,12:48:41,combo,sshd(pam_unix),18549,check pass; user unknown,check pass ; user unknown,296af93f
517,Jun,30,12:48:41,combo,sshd(pam_unix),18549,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
518,Jun,30,12:48:41,combo,sshd(pam_unix),18545,check pass; user unknown,check pass ; user unknown,296af93f
519,Jun,30,12:48:41,combo,sshd(pam_unix),18545,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
520,Jun,30,12:48:41,combo,sshd(pam_unix),18548,check pass; user unknown,check pass ; user unknown,296af93f
521,Jun,30,12:48:41,combo,sshd(pam_unix),18548,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
522,Jun,30,12:48:41,combo,sshd(pam_unix),18546,check pass; user unknown,check pass ; user unknown,296af93f
523,Jun,30,12:48:41,combo,sshd(pam_unix),18546,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec#,2c627e45
524,Jun,30,19:03:00,combo,sshd(pam_unix),19088,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
525,Jun,30,19:03:00,combo,sshd(pam_unix),19094,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
526,Jun,30,19:03:00,combo,sshd(pam_unix),19087,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
527,Jun,30,19:03:01,combo,sshd(pam_unix),19093,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
528,Jun,30,19:03:01,combo,sshd(pam_unix),19085,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
529,Jun,30,19:03:03,combo,sshd(pam_unix),19091,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
530,Jun,30,19:03:04,combo,sshd(pam_unix),19099,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
531,Jun,30,19:03:04,combo,sshd(pam_unix),19101,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
532,Jun,30,19:03:05,combo,sshd(pam_unix),19103,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
533,Jun,30,19:03:07,combo,sshd(pam_unix),19097,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
534,Jun,30,20:16:17,combo,sshd(pam_unix),19202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
535,Jun,30,20:16:17,combo,sshd(pam_unix),19203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
536,Jun,30,20:16:26,combo,sshd(pam_unix),19209,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
537,Jun,30,20:16:26,combo,sshd(pam_unix),19208,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
538,Jun,30,20:16:30,combo,sshd(pam_unix),19222,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,authentication failure ; logname = uid = 0 euid = 0 tty = NODEVssh ruser = rhost = #spec# user = *,8c983cb5
539,Jun,30,20:53:04,combo,klogind,19272,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
540,Jun,30,20:53:04,combo,klogind,19272,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
541,Jun,30,20:53:04,combo,klogind,19287,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
542,Jun,30,20:53:04,combo,klogind,19287,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
543,Jun,30,20:53:04,combo,klogind,19286,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
544,Jun,30,20:53:04,combo,klogind,19286,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
545,Jun,30,20:53:04,combo,klogind,19271,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
546,Jun,30,20:53:04,combo,klogind,19271,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
547,Jun,30,20:53:04,combo,klogind,19270,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
548,Jun,30,20:53:04,combo,klogind,19270,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
549,Jun,30,20:53:04,combo,klogind,19269,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
550,Jun,30,20:53:04,combo,klogind,19269,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
551,Jun,30,20:53:04,combo,klogind,19268,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
552,Jun,30,20:53:04,combo,klogind,19288,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication failed from #spec# ( #spec# ) : Permission denied in replay cache code,c3663888
553,Jun,30,20:53:04,combo,klogind,19274,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
554,Jun,30,20:53:04,combo,klogind,19268,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
555,Jun,30,20:53:04,combo,klogind,19288,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
556,Jun,30,20:53:04,combo,klogind,19274,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
557,Jun,30,20:53:06,combo,klogind,19266,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
558,Jun,30,20:53:06,combo,klogind,19266,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
559,Jun,30,20:53:06,combo,klogind,19267,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
560,Jun,30,20:53:06,combo,klogind,19267,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
561,Jun,30,20:53:06,combo,klogind,19278,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
562,Jun,30,20:53:06,combo,klogind,19278,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
563,Jun,30,20:53:06,combo,klogind,19273,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
564,Jun,30,20:53:06,combo,klogind,19273,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
565,Jun,30,20:53:06,combo,klogind,19276,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
566,Jun,30,20:53:06,combo,klogind,19276,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
567,Jun,30,20:53:06,combo,klogind,19275,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
568,Jun,30,20:53:06,combo,klogind,19275,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
569,Jun,30,20:53:06,combo,klogind,19277,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
570,Jun,30,20:53:06,combo,klogind,19277,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
571,Jun,30,20:53:06,combo,klogind,19279,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
572,Jun,30,20:53:06,combo,klogind,19279,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
573,Jun,30,20:53:06,combo,klogind,19280,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
574,Jun,30,20:53:06,combo,klogind,19281,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
575,Jun,30,20:53:06,combo,klogind,19282,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
576,Jun,30,20:53:06,combo,klogind,19280,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
577,Jun,30,20:53:06,combo,klogind,19283,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
578,Jun,30,20:53:06,combo,klogind,19281,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
579,Jun,30,20:53:06,combo,klogind,19285,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
580,Jun,30,20:53:06,combo,klogind,19284,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication failed from #spec# ( #spec# ) : Software caused connection abort,8b7e1c52
581,Jun,30,20:53:06,combo,klogind,19282,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
582,Jun,30,20:53:06,combo,klogind,19283,Kerberos authentication failed,Kerberos authentication failed,dea5ca56
